Cycle,Length (mm)
1274,16.7689622418831
1275,16.7779520938543
1276,16.7869521808759
1277,16.7959625147874
1278,16.8049831074389
1279,16.8140139706911
1280,16.8230551164154
1281,16.8321065564944
1282,16.8411683028216
1283,16.850240367302
1284,16.8593227618518
1285,16.868415498399
1286,16.8775185888831
1287,16.8866320452557
1288,16.8957558794804
1289,16.9048901035329
1290,16.9140347294013
1291,16.9231897690864
1292,16.9323552346015
1293,16.9415311379726
1294,16.9507174912391
1295,16.9599143064532
1296,16.9691215956806
1297,16.9783393710004
1298,16.9875676445053
1299,16.996806428302
1300,17.006055734511
1301,17.0153155752669
1302,17.0245859627188
1303,17.03386690903
1304,17.0431584263785
1305,17.0524605269573
1306,17.0617732229741
1307,17.0710965266519
1308,17.0804304502289
1309,17.0897750059587
1310,17.0991302061107
1311,17.10849606297
1312,17.1178725888377
1313,17.127259796031
1314,17.1366576968835
1315,17.1460663037452
1316,17.1554856289827
1317,17.1649156849797
1318,17.1743564841367
1319,17.1838080388713
1320,17.1932703616187
1321,17.2027434648314
1322,17.2122273609797
1323,17.2217220625519
1324,17.2312275820542
1325,17.2407439320111
1326,17.2502711249656
1327,17.2598091734791
1328,17.269358090132
1329,17.2789178875236
1330,17.2884885782721
1331,17.2980701750154
1332,17.3076626904107
1333,17.3172661371349
1334,17.3268805278848
1335,17.3365058753773
1336,17.3461421923494
1337,17.3557894915587
1338,17.3654477857833
1339,17.3751170878221
1340,17.384797410495
1341,17.3944887666432
1342,17.404191169129
1343,17.4139046308365
1344,17.4236291646715
1345,17.4333647835615
1346,17.4431115004564
1347,17.4528693283284
1348,17.462638280172
1349,17.4724183690045
1350,17.4822096078661
1351,17.4920120098202
1352,17.5018255879533
1353,17.5116503553755
1354,17.5214863252204
1355,17.5313335106456
1356,17.5411919248328
1357,17.551061580988
1358,17.5609424923413
1359,17.570834672148
1360,17.5807381336878
1361,17.5906528902657
1362,17.6005789552118
1363,17.6105163418818
1364,17.6204650636571
1365,17.6304251339447
1366,17.6403965661779
1367,17.6503793738163
1368,17.6603735703457
1369,17.6703791692788
1370,17.6803961841551
1371,17.6904246285413
1372,17.7004645160313
1373,17.7105158602464
1374,17.7205786748358
1375,17.7306529734764
1376,17.7407387698736
1377,17.7508360777606
1378,17.7609449108997
1379,17.7710652830815
1380,17.7811972081259
1381,17.7913406998817
1382,17.8014957722272
1383,17.8116624390705
1384,17.8218407143492
1385,17.8320306120312
1386,17.8422321461144
1387,17.8524453306273
1388,17.8626701796291
1389,17.8729067072098
1390,17.8831549274907
1391,17.8934148546241
1392,17.9036865027942
1393,17.9139698862168
1394,17.9242650191396
1395,17.9345719158426
1396,17.9448905906384
1397,17.9552210578718
1398,17.965563331921
1399,17.975917427197
1400,17.986283358144
1401,17.9966611392401
1402,18.0070507849968
1403,18.0174523099598
1404,18.0278657287091
1405,18.0382910558588
1406,18.048728306058
1407,18.0591774939906
1408,18.0696386343756
1409,18.0801117419672
1410,18.0905968315555
1411,18.1010939179661
1412,18.111603016061
1413,18.122124140738
1414,18.1326573069319
1415,18.1432025296139
1416,18.1537598237922
1417,18.1643292045124
1418,18.1749106868574
1419,18.1855042859476
1420,18.1961100169418
1421,18.2067278950363
1422,18.2173579354664
1423,18.2280001535056
1424,18.2386545644663
1425,18.2493211837003
1426,18.2600000265983
1427,18.2706911085908
1428,18.2813944451482
1429,18.2921100517808
1430,18.3028379440392
1431,18.3135781375146
1432,18.3243306478389
1433,18.3350954906851
1434,18.3458726817673
1435,18.3566622368414
1436,18.3674641717049
1437,18.3782785021971
1438,18.3891052441999
1439,18.3999444136375
1440,18.4107960264768
1441,18.4216600987277
1442,18.4325366464434
1443,18.4434256857206
1444,18.4543272326998
1445,18.4652413035651
1446,18.4761679145454
1447,18.4871070819135
1448,18.4980588219875
1449,18.5090231511301
1450,18.5200000857494
1451,18.5309896422989
1452,18.5419918372779
1453,18.5530066872319
1454,18.5640342087522
1455,18.5750744184772
1456,18.5861273330915
1457,18.5971929693272
1458,18.6082713439635
1459,18.619362473827
1460,18.6304663757924
1461,18.6415830667823
1462,18.6527125637675
1463,18.6638548837678
1464,18.6750100438514
1465,18.6861780611359
1466,18.6973589527882
1467,18.7085527360248
1468,18.7197594281122
1469,18.7309790463668
1470,18.7422116081559
1471,18.7534571308971
1472,18.7647156320591
1473,18.7759871291618
1474,18.7872716397767
1475,18.7985691815271
1476,18.8098797720881
1477,18.8212034291873
1478,18.8325401706048
1479,18.8438900141737
1480,18.85525297778
1481,18.8666290793632
1482,18.8780183369165
1483,18.8894207684869
1484,18.9008363921759
1485,18.9122652261391
1486,18.9237072885871
1487,18.9351625977855
1488,18.9466311720552
1489,18.9581130297728
1490,18.9696081893705
1491,18.9811166693368
1492,18.9926384882167
1493,19.0041736646117
1494,19.0157222171806
1495,19.0272841646391
1496,19.0388595257606
1497,19.0504483193764
1498,19.0620505643758
1499,19.0736662797066
1500,19.085295484375
1501,19.0969381974466
1502,19.1085944380457
1503,19.1202642253566
1504,19.1319475786232
1505,19.1436445171495
1506,19.1553550602999
1507,19.1670792274995
1508,19.1788170382343
1509,19.1905685120515
1510,19.2023336685601
1511,19.2141125274306
1512,19.2259051083958
1513,19.2377114312509
1514,19.2495315158537
1515,19.2613653821251
1516,19.2732130500493
1517,19.285074539674
1518,19.2969498711107
1519,19.3088390645353
1520,19.320742140188
1521,19.3326591183738
1522,19.3445900194626
1523,19.35653486389
1524,19.3684936721569
1525,19.3804664648304
1526,19.3924532625437
1527,19.4044540859966
1528,19.4164689559556
1529,19.4284978932547
1530,19.4405409187951
1531,19.4525980535456
1532,19.4646693185434
1533,19.4767547348939
1534,19.488854323771
1535,19.5009681064179
1536,19.5130961041468
1537,19.5252383383395
1538,19.5373948304479
1539,19.5495656019938
1540,19.5617506745696
1541,19.5739500698387
1542,19.5861638095352
1543,19.5983919154651
1544,19.6106344095057
1545,19.6228913136066
1546,19.6351626497897
1547,19.6474484401495
1548,19.6597487068536
1549,19.6720634721427
1550,19.6843927583313
1551,19.6967365878076
1552,19.7090949830342
1553,19.7214679665482
1554,19.7338555609616
1555,19.7462577889615
1556,19.7586746733105
1557,19.771106236847
1558,19.7835525024857
1559,19.7960134932174
1560,19.8084892321101
1561,19.8209797423085
1562,19.8334850470349
1563,19.8460051695894
1564,19.8585401333499
1565,19.8710899617729
1566,19.8836546783935
1567,19.8962343068258
1568,19.9088288707634
1569,19.9214383939793
1570,19.9340629003268
1571,19.9467024137392
1572,19.9593569582306
1573,19.9720265578962
1574,19.9847112369123
1575,19.9974110195369
1576,20.0101259301099
1577,20.0228559930537
1578,20.0356012328731
1579,20.0483616741558
1580,20.0611373415731
1581,20.0739282598795
1582,20.0867344539138
1583,20.0995559485988
1584,20.1123927689421
1585,20.1252449400362
1586,20.1381124870587
1587,20.1509954352732
1588,20.1638938100289
1589,20.1768076367614
1590,20.189736940993
1591,20.2026817483328
1592,20.2156420844774
1593,20.2286179752108
1594,20.2416094464053
1595,20.2546165240213
1596,20.2676392341078
1597,20.280677602803
1598,20.2937316563344
1599,20.306801421019
1600,20.319886923264
1601,20.3329881895671
1602,20.3461052465164
1603,20.3592381207913
1604,20.3723868391625
1605,20.3855514284926
1606,20.3987319157361
1607,20.4119283279401
1608,20.4251406922445
1609,20.4383690358822
1610,20.4516133861798
1611,20.4648737705577
1612,20.4781502165303
1613,20.4914427517067
1614,20.504751403791
1615,20.5180762005824
1616,20.5314171699759
1617,20.5447743399621
1618,20.5581477386282
1619,20.571537394158
1620,20.5849433348325
1621,20.5983655890297
1622,20.6118041852255
1623,20.6252591519942
1624,20.6387305180081
1625,20.6522183120384
1626,20.6657225629558
1627,20.6792432997302
1628,20.6927805514315
1629,20.7063343472298
1630,20.7199047163958
1631,20.7334916883013
1632,20.7470952924193
1633,20.7607155583246
1634,20.774352515694
1635,20.7880061943067
1636,20.8016766240447
1637,20.8153638348933
1638,20.8290678569411
1639,20.8427887203808
1640,20.8565264555092
1641,20.8702810927277
1642,20.8840526625429
1643,20.8978411955666
1644,20.9116467225164
1645,20.9254692742159
1646,20.9393088815952
1647,20.9531655756915
1648,20.9670393876488
1649,20.980930348719
1650,20.9948384902618
1651,21.0087638437453
1652,21.0227064407464
1653,21.036666312951
1654,21.0506434921544
1655,21.0646380102618
1656,21.0786498992886
1657,21.0926791913609
1658,21.1067259187156
1659,21.120790113701
1660,21.1348718087773
1661,21.1489710365166
1662,21.1630878296036
1663,21.1772222208357
1664,21.1913742431239
1665,21.2055439294925
1666,21.21973131308
1667,21.2339364271391
1668,21.2481593050377
1669,21.2623999802584
1670,21.2766584863996
1671,21.2909348571756
1672,21.3052291264172
1673,21.3195413280715
1674,21.3338714962031
1675,21.3482196649939
1676,21.3625858687438
1677,21.3769701418708
1678,21.3913725189118
1679,21.4057930345225
1680,21.4202317234782
1681,21.4346886206739
1682,21.4491637611251
1683,21.4636571799676
1684,21.4781689124584
1685,21.4926989939759
1686,21.5072474600203
1687,21.5218143462138
1688,21.5363996883016
1689,21.5510035221515
1690,21.5656258837549
1691,21.580266809227
1692,21.5949263348069
1693,21.6096044968589
1694,21.6243013318715
1695,21.6390168764592
1696,21.653751167362
1697,21.6685042414462
1698,21.6832761357047
1699,21.6980668872572
1700,21.712876533351
1701,21.7277051113612
1702,21.7425526587911
1703,21.7574192132723
1704,21.772304812566
1705,21.7872094945622
1706,21.8021332972812
1707,21.8170762588734
1708,21.8320384176197
1709,21.8470198119322
1710,21.8620204803544
1711,21.8770404615618
1712,21.892079794362
1713,21.9071385176954
1714,21.9222166706355
1715,21.9373142923893
1716,21.9524314222978
1717,21.9675680998361
1718,21.9827243646145
1719,21.9979002563781
1720,22.0130958150078
1721,22.0283110805202
1722,22.0435460930688
1723,22.0588008929436
1724,22.0740755205719
1725,22.0893700165187
1726,22.1046844214872
1727,22.1200187763191
1728,22.1353731219948
1729,22.1507474996342
1730,22.1661419504972
1731,22.1815565159836
1732,22.1969912376339
1733,22.2124461571297
1734,22.227921316294
1735,22.2434167570917
1736,22.2589325216302
1737,22.2744686521594
1738,22.2900251910725
1739,22.3056021809062
1740,22.3211996643413
1741,22.3368176842031
1742,22.3524562834617
1743,22.3681155052326
1744,22.3837953927768
1745,22.3994959895017
1746,22.4152173389613
1747,22.4309594848566
1748,22.4467224710361
1749,22.4625063414959
1750,22.4783111403809
1751,22.4941369119844
1752,22.5099837007492
1753,22.5258515512675
1754,22.5417405082815
1755,22.5576506166843
1756,22.5735819215195
1757,22.5895344679825
1758,22.60550830142
1759,22.6215034673316
1760,22.637520011369
1761,22.6535579793374
1762,22.6696174171955
1763,22.685698371056
1764,22.7018008871861
1765,22.7179250120077
1766,22.7340707920984
1767,22.7502382741913
1768,22.7664275051759
1769,22.7826385320983
1770,22.7988714021618
1771,22.8151261627271
1772,22.8314028613132
1773,22.8477015455973
1774,22.8640222634157
1775,22.8803650627639
1776,22.8967299917973
1777,22.9131170988316
1778,22.9295264323431
1779,22.9459580409695
1780,22.9624119735097
1781,22.9788882789251
1782,22.9953870063394
1783,23.0119082050392
1784,23.0284519244746
1785,23.0450182142598
1786,23.0616071241729
1787,23.0782187041572
1788,23.094853004321
1789,23.1115100749383
1790,23.1281899664494
1791,23.1448927294613
1792,23.1616184147477
1793,23.1783670732502
1794,23.1951387560782
1795,23.2119335145097
1796,23.2287513999914
1797,23.2455924641397
1798,23.2624567587405
1799,23.2793443357503
1800,23.296255247296
1801,23.3131895456763
1802,23.330147283361
1803,23.3471285129923
1804,23.3641332873853
1805,23.3811616595278
1806,23.3982136825812
1807,23.4152894098812
1808,23.4323888949377
1809,23.4495121914358
1810,23.4666593532359
1811,23.4838304343743
1812,23.5010254890637
1813,23.5182445716938
1814,23.5354877368313
1815,23.552755039221
1816,23.5700465337858
1817,23.5873622756272
1818,23.6047023200264
1819,23.6220667224438
1820,23.6394555385201
1821,23.6568688240768
1822,23.6743066351162
1823,23.6917690278226
1824,23.709256058562
1825,23.7267677838832
1826,23.7443042605178
1827,23.7618655453811
1828,23.7794516955725
1829,23.7970627683754
1830,23.8146988212586
1831,23.8323599118762
1832,23.8500460980681
1833,23.8677574378608
1834,23.8854939894675
1835,23.9032558112888
1836,23.9210429619133
1837,23.9388555001178
1838,23.9566934848678
1839,23.9745569753184
1840,23.9924460308144
1841,24.0103607108908
1842,24.0283010752733
1843,24.0462671838791
1844,24.0642590968171
1845,24.0822768743882
1846,24.1003205770864
1847,24.1183902655985
1848,24.1364860008056
1849,24.1546078437824
1850,24.1727558557987
1851,24.1909300983193
1852,24.2091306330048
1853,24.227357521712
1854,24.2456108264943
1855,24.2638906096024
1856,24.2821969334845
1857,24.3005298607872
1858,24.3188894543556
1859,24.337275777234
1860,24.3556888926664
1861,24.374128864097
1862,24.3925957551707
1863,24.4110896297335
1864,24.429610551833
1865,24.4481585857193
1866,24.4667337958447
1867,24.4853362468652
1868,24.5039660036401
1869,24.5226231312331
1870,24.5413076949124
1871,24.5600197601517
1872,24.5787593926302
1873,24.5975266582334
1874,24.6163216230534
1875,24.6351443533898
1876,24.6539949157497
1877,24.6728733768486
1878,24.6917798036106
1879,24.7107142631693
1880,24.729676822868
1881,24.7486675502601
1882,24.7676865131102
1883,24.786733779394
1884,24.8058094172988
1885,24.8249134952249
1886,24.8440460817848
1887,24.8632072458047
1888,24.8823970563248
1889,24.9016155825994
1890,24.9208628940981
1891,24.9401390605057
1892,24.9594441517231
1893,24.9787782378676
1894,24.9981413892736
1895,25.0175336764929
1896,25.0369551702955
1897,25.05640594167
1898,25.0758860618239
1899,25.0953956021844
1900,25.1149346343991
1901,25.1345032303358
1902,25.1541014620839
1903,25.1737294019543
1904,25.1933871224802
1905,25.2130746964176
1906,25.2327921967458
1907,25.2525396966679
1908,25.2723172696113
1909,25.2921249892283
1910,25.3119629293967
1911,25.3318311642203
1912,25.3517297680291
1913,25.3716588153803
1914,25.3916183810586
1915,25.4116085400768
1916,25.4316293676763
1917,25.4516809393276
1918,25.4717633307308
1919,25.4918766178164
1920,25.5120208767454
1921,25.5321961839103
1922,25.5524026159352
1923,25.5726402496768
1924,25.5929091622245
1925,25.6132094309011
1926,25.6335411332635
1927,25.6539043471031
1928,25.6742991504462
1929,25.6947256215548
1930,25.715183838927
1931,25.7356738812977
1932,25.7561958276387
1933,25.7767497571599
1934,25.7973357493092
1935,25.8179538837737
1936,25.8386042404795
1937,25.8592868995929
1938,25.8800019415205
1939,25.9007494469101
1940,25.9215294966511
1941,25.9423421718748
1942,25.9631875539553
1943,25.98406572451
1944,26.0049767653999
1945,26.0259207587305
1946,26.046897786852
1947,26.0679079323602
1948,26.0889512780968
1949,26.11002790715
1950,26.131137902855
1951,26.152281348795
1952,26.1734583288009
1953,26.1946689269527
1954,26.2159132275796
1955,26.2371913152606
1956,26.2585032748253
1957,26.2798491913539
1958,26.3012291501787
1959,26.3226432368835
1960,26.3440915373052
1961,26.3655741375336
1962,26.3870911239126
1963,26.4086425830401
1964,26.430228601769
1965,26.4518492672079
1966,26.4735046667211
1967,26.4951948879297
1968,26.5169200187117
1969,26.5386801472031
1970,26.5604753617981
1971,26.5823057511496
1972,26.60417140417
1973,26.6260724100318
1974,26.6480088581679
1975,26.6699808382724
1976,26.691988440301
1977,26.7140317544717
1978,26.7361108712654
1979,26.7582258814264
1980,26.7803768759627
1981,26.8025639461471
1982,26.8247871835176
1983,26.8470466798776
1984,26.869342527297
1985,26.8916748181124
1986,26.9140436449279
1987,26.9364491006154
1988,26.9588912783156
1989,26.9813702714382
1990,27.0038861736628
1991,27.026439078939
1992,27.0490290814874
1993,27.0716562758002
1994,27.0943207566415
1995,27.1170226190479
1996,27.1397619583295
1997,27.1625388700699
1998,27.1853534501273
1999,27.2082057946345
2000,27.2310960000001
2001,27.2540241629088
2002,27.2769903803218
2003,27.2999947494779
2004,27.3230373678935
2005,27.3461183333634
2006,27.3692377439618
2007,27.3923956980421
2008,27.4155922942383
2009,27.4388276314648
2010,27.4621018089179
2011,27.4854149260752
2012,27.5087670826977
2013,27.5321583788289
2014,27.5555889147963
2015,27.5790587912119
2016,27.6025681089723
2017,27.62611696926
2018,27.6497054735433
2019,27.6733337235775
2020,27.697001821405
2021,27.7207098693564
2022,27.7444579700506
2023,27.7682462263955
2024,27.7920747415891
2025,27.8159436191194
2026,27.8398529627654
2027,27.8638028765974
2028,27.8877934649783
2029,27.9118248325633
2030,27.9358970843009
2031,27.9600103254339
2032,27.9841646614992
2033,28.0083601983289
2034,28.0325970420511
2035,28.0568752990899
2036,28.0811950761665
2037,28.1055564802995
2038,28.129959618806
2039,28.1544045993013
2040,28.1788915297005
2041,28.2034205182186
2042,28.227991673371
2043,28.2526051039744
2044,28.2772609191473
2045,28.3019592283107
2046,28.3267001411883
2047,28.3514837678078
2048,28.3763102185009
2049,28.4011796039043
2050,28.4260920349601
2051,28.4510476229164
2052,28.4760464793282
2053,28.5010887160576
2054,28.5261744452749
2055,28.5513037794585
2056,28.5764768313965
2057,28.6016937141864
2058,28.6269545412362
2059,28.652259426265
2060,28.6776084833034
2061,28.7030018266944
2062,28.7284395710937
2063,28.7539218314708
2064,28.7794487231089
2065,28.8050203616063
2066,28.8306368628765
2067,28.856298343149
2068,28.88200491897
2069,28.907756707203
2070,28.933553825029
2071,28.959396389948
2072,28.9852845197786
2073,29.0112183326597
2074,29.03719794705
2075,29.0632234817297
2076,29.0892950558003
2077,29.1154127886858
2078,29.1415768001328
2079,29.1677872102118
2080,29.1940441393172
2081,29.2203477081681
2082,29.2466980378092
2083,29.2730952496113
2084,29.2995394652719
2085,29.3260308068155
2086,29.3525693965948
2087,29.3791553572913
2088,29.4057888119152
2089,29.4324698838071
2090,29.4591986966378
2091,29.4859753744092
2092,29.5128000414553
2093,29.5396728224422
2094,29.5665938423691
2095,29.5935632265691
2096,29.6205811007095
2097,29.6476475907926
2098,29.6747628231562
2099,29.7019269244747
2100,29.7291400217591
2101,29.7564022423581
2102,29.7837137139585
2103,29.8110745645861
2104,29.838484922606
2105,29.8659449167237
2106,29.8934546759853
2107,29.9210143297782
2108,29.9486240078323
2109,29.9762838402197
2110,30.0039939573565
2111,30.0317544900023
2112,30.0595655692616
2113,30.0874273265842
2114,30.1153398937659
2115,30.1433034029493
2116,30.1713179866239
2117,30.1993837776275
2118,30.2275009091464
2119,30.2556695147161
2120,30.2838897282221
2121,30.3121616839003
2122,30.3404855163379
2123,30.3688613604743
2124,30.3972893516008
2125,30.4257696253625
2126,30.454302317758
2127,30.4828875651406
2128,30.5115255042186
2129,30.5402162720564
2130,30.5689600060746
2131,30.5977568440511
2132,30.6266069241218
2133,30.6555103847808
2134,30.6844673648814
2135,30.713478003637
2136,30.742542440621
2137,30.7716608157684
2138,30.8008332693758
2139,30.8300599421024
2140,30.8593409749703
2141,30.8886765093656
2142,30.9180666870389
2143,30.9475116501061
2144,30.9770115410485
2145,31.0065665027142
2146,31.0361766783184
2147,31.0658422114443
2148,31.0955632460434
2149,31.1253399264362
2150,31.1551723973137
2151,31.1850608037369
2152,31.2150052911379
2153,31.2450060053212
2154,31.2750630924635
2155,31.3051766991149
2156,31.3353469721991
2157,31.3655740590149
2158,31.395858107236
2159,31.4261992649122
2160,31.4565976804696
2161,31.4870535027122
2162,31.5175668808216
2163,31.5481379643579
2164,31.5787669032611
2165,31.6094538478508
2166,31.6401989488273
2167,31.6710023572727
2168,31.7018642246507
2169,31.7327847028081
2170,31.7637639439751
2171,31.7948021007661
2172,31.8258993261799
2173,31.8570557736013
2174,31.8882715968013
2175,31.9195469499374
2176,31.9508819875552
2177,31.9822768645881
2178,32.0137317363587
2179,32.0452467585793
2180,32.0768220873524
2181,32.1084578791716
2182,32.1401542909223
2183,32.1719114798821
2184,32.2037296037222
2185,32.235608820507
2186,32.2675492886958
2187,32.2995511671429
2188,32.3316146150989
2189,32.3637397922105
2190,32.3959268585218
2191,32.4281759744752
2192,32.4604873009115
2193,32.492860999071
2194,32.525297230594
2195,32.5577961575217
2196,32.5903579422969
2197,32.6229827477643
2198,32.6556707371717
2199,32.6884220741704
2200,32.7212369228161
2201,32.7541154475695
2202,32.787057813297
2203,32.8200641852713
2204,32.8531347291726
2205,32.8862696110882
2206,32.9194689975149
2207,32.9527330553578
2208,32.9860619519327
2209,33.0194558549657
2210,33.0529149325943
2211,33.0864393533683
2212,33.1200292862499
2213,33.153684900615
2214,33.1874063662541
2215,33.2211938533719
2216,33.2550475325893
2217,33.2889675749435
2218,33.3229541518884
2219,33.3570074352962
2220,33.3911275974572
2221,33.425314811081
2222,33.4595692492974
2223,33.4938910856567
2224,33.5282804941304
2225,33.5627376491122
2226,33.5972627254187
2227,33.6318558982901
2228,33.6665173433906
2229,33.7012472368094
2230,33.7360457550617
2231,33.7709130750888
2232,33.8058493742592
2233,33.8408548303694
2234,33.8759296216443
2235,33.9110739267383
2236,33.9462879247357
2237,33.9815717951517
2238,34.0169257179326
2239,34.0523498734576
2240,34.0878444425382
2241,34.1234096064199
2242,34.1590455467825
2243,34.1947524457409
2244,34.2305304858461
2245,34.2663798500854
2246,34.3023007218835
2247,34.3382932851032
2248,34.3743577240461
2249,34.4104942234532
2250,34.446702968506
2251,34.4829841448267
2252,34.5193379384794
2253,34.5557645359706
2254,34.59226412425
2255,34.6288368907113
2256,34.6654830231927
2257,34.702202709978
2258,34.738996139797
2259,34.7758635018264
2260,34.8128049856907
2261,34.8498207814625
2262,34.8869110796637
2263,34.9240760712658
2264,34.9613159476914
2265,34.9986309008138
2266,35.0360211229587
2267,35.0734868069047
2268,35.1110281458839
2269,35.1486453335824
2270,35.1863385641418
2271,35.2241080321593
2272,35.2619539326885
2273,35.2998764612407
2274,35.3378758137848
2275,35.3759521867487
2276,35.4141057770198
2277,35.4523367819459
2278,35.4906453993357
2279,35.5290318274596
2280,35.5674962650509
2281,35.6060389113059
2282,35.6446599658851
2283,35.6833596289135
2284,35.7221381009821
2285,35.7609955831478
2286,35.799932276935
2287,35.8389483843354
2288,35.8780441078099
2289,35.917219650288
2290,35.95647521517
2291,35.9958110063267
2292,36.0352272281003
2293,36.0747240853059
2294,36.1143017832313
2295,36.1539605276384
2296,36.1937005247636
2297,36.2335219813188
2298,36.2734251044922
2299,36.3134101019487
2300,36.3534771818311
2301,36.3936265527605
2302,36.4338584238375
2303,36.4741730046424
2304,36.5145705052362
2305,36.5550511361619
2306,36.5956151084443
2307,36.6362626335915
2308,36.6769939235956
2309,36.717809190933
2310,36.7587086485655
2311,36.7996925099413
2312,36.8407609889951
2313,36.8819143001496
2314,36.9231526583161
2315,36.9644762788946
2316,37.0058853777756
2317,37.0473801713403
2318,37.0889608764611
2319,37.1306277105031
2320,37.1723808913244
2321,37.2142206372769
2322,37.2561471672074
2323,37.2981607004576
2324,37.3402614568661
2325,37.3824496567679
2326,37.4247255209962
2327,37.4670892708825
2328,37.5095411282577
2329,37.5520813154527
2330,37.5947100552996
2331,37.6374275711319
2332,37.6802340867857
2333,37.7231298266001
2334,37.7661150154186
2335,37.8091898785893
2336,37.8523546419658
2337,37.8956095319082
2338,37.9389547752839
2339,37.9823905994681
2340,38.0259172323446
2341,38.0695349023071
2342,38.1132438382593
2343,38.1570442696162
2344,38.2009364263045
2345,38.2449205387638
2346,38.2889968379472
2347,38.3331655553218
2348,38.3774269228701
2349,38.4217811730901
2350,38.4662285389968
2351,38.5107692541226
2352,38.5554035525179
2353,38.6001316687523
2354,38.6449538379153
2355,38.6898702956168
2356,38.7348812779884
2357,38.7799870216838
2358,38.8251877638796
2359,38.8704837422765
2360,38.9158751950998
2361,38.9613623610999
2362,39.0069454795537
2363,39.0526247902651
2364,39.0984005335656
2365,39.1442729503156
2366,39.1902422819051
2367,39.2363087702538
2368,39.2824726578128
2369,39.3287341875652
2370,39.3750936030262
2371,39.421551148245
2372,39.4681070678047
2373,39.5147616068239
2374,39.5615150109568
2375,39.6083675263941
2376,39.6553193998643
2377,39.7023708786342
2378,39.7495222105096
2379,39.7967736438363
2380,39.8441254275009
2381,39.8915778109315
2382,39.9391310440984
2383,39.9867853775153
2384,40.03454106224
2385,40.0823983498747
2386,40.1303574925677
2387,40.1784187430134
2388,40.2265823544537
2389,40.2748485806782
2390,40.323217676026
2391,40.3716898953854
2392,40.4202654941954
2393,40.4689447284464
2394,40.5177278546809
2395,40.5666151299944
2396,40.6156068120364
2397,40.6647031590106
2398,40.7139044296767
2399,40.7632108833503
2400,40.8126227799042
2401,40.8621403797691
2402,40.9117639439347
2403,40.9614937339499
2404,41.0113300119243
2405,41.0612730405286
2406,41.1113230829955
2407,41.1614804031207
2408,41.2117452652639
2409,41.2621179343487
2410,41.3125986758645
2411,41.3631877558668
2412,41.4138854409783
2413,41.4646919983894
2414,41.5156076958591
2415,41.5666328017162
2416,41.6177675848596
2417,41.6690123147598
2418,41.7203672614588
2419,41.7718326955719
2420,41.8234088882879
2421,41.8750961113702
2422,41.9268946371576
2423,41.9788047385651
2424,42.0308266890848
2425,42.0829607627866
2426,42.1352072343191
2427,42.1875663789106
2428,42.2400384723699
2429,42.2926237910868
2430,42.3453226120333
2431,42.3981352127645
2432,42.451061871419
2433,42.5041028667204
2434,42.5572584779773
2435,42.610528985085
2436,42.6639146685258
2437,42.71741580937
2438,42.7710326892768
2439,42.8247655904951
2440,42.8786147958643
2441,42.9325805888154
2442,42.9866632533711
2443,43.040863074148
2444,43.095180336356
2445,43.1496153258001
2446,43.2041683288808
2447,43.2588396325951
2448,43.3136295245376
2449,43.3685382929007
2450,43.4235662264764
2451,43.4787136146561
2452,43.533980747432
2453,43.5893679153982
2454,43.6448754097515
2455,43.7005035222912
2456,43.7562525454217
2457,43.8121227721519
2458,43.8681144960966
2459,43.9242280114778
2460,43.9804636131248
2461,44.0368215964755
2462,44.0933022575768
2463,44.1499058930866
2464,44.206632800273
2465,44.2634832770166
2466,44.3204576218107
2467,44.3775561337622
2468,44.4347791125924
2469,44.4921268586382
2470,44.5495996728527
2471,44.6071978568062
2472,44.6649217126867
2473,44.7227715433017
2474,44.7807476520774
2475,44.8388503430618
2476,44.8970799209232
2477,44.9554366909533
2478,45.0139209590664
2479,45.0725330318008
2480,45.1312732163202
2481,45.1901418204137
2482,45.2491391524976
2483,45.3082655216149
2484,45.3675212374383
2485,45.4269066102683
2486,45.4864219510371
2487,45.5460675713069
2488,45.6058437832725
2489,45.6657508997609
2490,45.7257892342335
2491,45.7859591007859
2492,45.8462608141491
2493,45.9066946896905
2494,45.9672610434147
2495,46.0279601919647
2496,46.0887924526222
2497,46.1497581433087
2498,46.2108575825866
2499,46.2720910896599
